"","doc_id","sentence","token","upos","Entity"
"28039","doc3539","ias aspirant ca icwa student chess player book worm professional sleeper bipolar disorder proud indian ufeeuffufeeuffufeeuff","chess","NOUN","Hobbies"
"28043","doc3539","ias aspirant ca icwa student chess player book worm professional sleeper bipolar disorder proud indian ufeeuffufeeuffufeeuff","professional","ADJ","Profession"
"28047","doc3539","ias aspirant ca icwa student chess player book worm professional sleeper bipolar disorder proud indian ufeeuffufeeuffufeeuff","proud","ADJ","Personality"
"28051","doc3540","love gardening outdoors sports movies animals family oriented love travel","gardening","VERB","Hobbies"
"28053","doc3540","love gardening outdoors sports movies animals family oriented love travel","sports","NOUN","Hobbies"
"28060","doc3541","singer songwriter httpstcoryglrvdhj logic jessie reyez ufaaufd","singer","NOUN","Profession"
"28074","doc3544","really good dad loves watching son grow fine young man","good","ADJ","Personality"
"28108","doc3548","proud kashmiri","proud","ADJ","Personality"
"28113","doc3550","im textile engineering students bubt also im graphicdesigner tshirtdesign passion love tshirtdesign tshirt graphics","engineering","NOUN","Profession"
"28128","doc3551","mage methodical madness magic","magic","NOUN","Hobbies"
"28150","doc3554","sideline hobbyjob photography email miltduquettemaccom","photography","NOUN","Hobbies"
"28179","doc3560","certified digitalmarketing specialist jira support guru socialbiz integrator teacher guide counselor manager life coach mentor","specialist","ADJ","Profession"
"28181","doc3560","certified digitalmarketing specialist jira support guru socialbiz integrator teacher guide counselor manager life coach mentor","support","NOUN","Profession"
"28185","doc3560","certified digitalmarketing specialist jira support guru socialbiz integrator teacher guide counselor manager life coach mentor","teacher","NOUN","Profession"
"28186","doc3560","certified digitalmarketing specialist jira support guru socialbiz integrator teacher guide counselor manager life coach mentor","guide","NOUN","Profession"
"28188","doc3560","certified digitalmarketing specialist jira support guru socialbiz integrator teacher guide counselor manager life coach mentor","manager","NOUN","Profession"
"28190","doc3560","certified digitalmarketing specialist jira support guru socialbiz integrator teacher guide counselor manager life coach mentor","coach","NOUN","Profession"
"28191","doc3560","certified digitalmarketing specialist jira support guru socialbiz integrator teacher guide counselor manager life coach mentor","mentor","NOUN","Profession"
"28216","doc3565","strong minded independent woman enjoyes cooking writing speaking straight u","cooking","VERB","Hobbies"
"28217","doc3565","strong minded independent woman enjoyes cooking writing speaking straight u","writing","NOUN","Hobbies"
"28234","doc3568","uwgcolgaraised proud kobedician","proud","ADJ","Personality"
"28243","doc3570","jazz saxophonist storyteller procrastinator","jazz","NOUN","Hobbies"
"28247","doc3571","read escape new world","read","VERB","Hobbies"
"28255","doc3574","investment banker bank teller posbzimbabwe blogger economist","investment","NOUN","Profession"
"28256","doc3574","investment banker bank teller posbzimbabwe blogger economist","banker","NOUN","Profession"
"28261","doc3574","investment banker bank teller posbzimbabwe blogger economist","economist","NOUN","Profession"
"28264","doc3575","making people happy nglass nkaroijo man","happy","ADJ","Personality"
"28270","doc3577","medical doctor businessman social media influencer","medical","ADJ","Profession"
"28271","doc3577","medical doctor businessman social media influencer","doctor","NOUN","Profession"
"28273","doc3577","medical doctor businessman social media influencer","social","ADJ","Profession"
"28274","doc3577","medical doctor businessman social media influencer","media","NOUN","Profession"
"28290","doc3580","tehsil seri officer motive life develop social n economic conditions poor people","officer","NOUN","Profession"
"28294","doc3580","tehsil seri officer motive life develop social n economic conditions poor people","social","ADJ","Profession"
"28302","doc3582","phd student ucalgary ma sociology lehighu fulbright scholarship recipient former united nations employee","student","NOUN","Profession"
"28340","doc3586","child godproud wifestrong willedmothercustomer experience savvy","experience","NOUN","Profession"
"28360","doc3589","proud african proud black actuary making","proud","ADJ","Personality"
"28362","doc3589","proud african proud black actuary making","proud","ADJ","Personality"
"28364","doc3589","proud african proud black actuary making","actuary","ADJ","Profession"
"28368","doc3591","usaf uffauff entrepreneur businessman snapchat httpstcoddqgsykfm merch httpstcokxiyuyehs","entrepreneur","X","Profession"
"28375","doc3592","single parent born bred texan yeehaw","parent","NOUN","Personality"
"28385","doc3594","ssbap student polimi architecture department university ferrara archiunife escoladacidade modica","student","NOUN","Profession"
"28389","doc3594","ssbap student polimi architecture department university ferrara archiunife escoladacidade modica","university","NOUN","Profession"
"28396","doc3595","faculty physical education sport autism ain shams university","education","NOUN","Profession"
"28401","doc3595","faculty physical education sport autism ain shams university","university","NOUN","Profession"
"28406","doc3596","tights stockings hold ups legal httpstcodecfism","legal","ADJ","Profession"
"28416","doc3597","take responsibility boldly bear consequences choices decisions good bad<U+393C><U+3E34>","good","ADJ","Personality"
"28419","doc3598","sports broadcasting student full sail university","sports","NOUN","Hobbies"
"28420","doc3598","sports broadcasting student full sail university","broadcasting","VERB","Profession"
"28421","doc3598","sports broadcasting student full sail university","student","NOUN","Profession"
"28424","doc3598","sports broadcasting student full sail university","university","NOUN","Profession"
"28432","doc3599","s youngest abstract artist created maintained signature style paintings since age four","artist","NOUN","Profession"
"28463","doc3602","bibliophile writer editor jesuslover determined bloom middle age never late right find amazon mirtika","writer","NOUN","Profession"
"28464","doc3602","bibliophile writer editor jesuslover determined bloom middle age never late right find amazon mirtika","editor","NOUN","Profession"
"28466","doc3602","bibliophile writer editor jesuslover determined bloom middle age never late right find amazon mirtika","determined","VERB","Personality"
"28480","doc3604","extreme full stack developer active agriculturistuf","developer","ADP","Profession"
"28485","doc3605","ceo pipemind training artificial intelligence asian market shanghai","training","VERB","Profession"
"28489","doc3605","ceo pipemind training artificial intelligence asian market shanghai","market","NOUN","Profession"
"28507","doc3607","good bless potus magna nationalist walkaway deplorable pro christian american pro trump pro wall","good","ADJ","Personality"
"28525","doc3608","christian god first family politics business life proudly igbo mufc","politics","NOUN","Hobbies"
"28526","doc3608","christian god first family politics business life proudly igbo mufc","business","NOUN","Profession"
"28540","doc3610","hiphoprap music art entertainment poetry health sports arts culture","music","NOUN","Hobbies"
"28545","doc3610","hiphoprap music art entertainment poetry health sports arts culture","sports","NOUN","Hobbies"
"28546","doc3610","hiphoprap music art entertainment poetry health sports arts culture","arts","NOUN","Hobbies"
"28567","doc3615","liberal af proud active im tweeting im probably fb banned calling <U+393C><U+3E33>libtard<U+393C><U+3E34>","proud","ADJ","Personality"
"28595","doc3619","sr div vp sears writer blogger columnist speaker tedtalks leanin linkedinpowerprofile httpstcozrku httpstcoqvasjrfacq","writer","NOUN","Profession"
"28612","doc3620","born raised constanta romania born th december love music singing dancing ufaufbcufbufauf instagram deeanofficial facebook andreea neacsu","music","NOUN","Hobbies"
"28613","doc3620","born raised constanta romania born th december love music singing dancing ufaufbcufbufauf instagram deeanofficial facebook andreea neacsu","singing","VERB","Hobbies"
"28614","doc3620","born raised constanta romania born th december love music singing dancing ufaufbcufbufauf instagram deeanofficial facebook andreea neacsu","dancing","VERB","Hobbies"
"28618","doc3620","born raised constanta romania born th december love music singing dancing ufaufbcufbufauf instagram deeanofficial facebook andreea neacsu","facebook","NOUN","Organization"
"28635","doc3622","fortune favours bold ufeufeufbufacriminal lawyer delhi high court cool political view sarcastic ethicoholics ufufefuduufef bad boy uffwarrior","lawyer","NOUN","Profession"
"28638","doc3622","fortune favours bold ufeufeufbufacriminal lawyer delhi high court cool political view sarcastic ethicoholics ufufefuduufef bad boy uffwarrior","court","NOUN","Profession"
"28640","doc3622","fortune favours bold ufeufeufbufacriminal lawyer delhi high court cool political view sarcastic ethicoholics ufufefuduufef bad boy uffwarrior","political","ADJ","Profession"
"28650","doc3623","try real nice friendly people sometimes take advantage","nice","ADJ","Personality"
"28651","doc3623","try real nice friendly people sometimes take advantage","friendly","ADJ","Personality"
"28658","doc3624","home new quality fashion trends","quality","NOUN","Profession"
"28670","doc3626","unt alumni class biologist mother two dbu student mba introvert deist makeup hoarder lover things pretty","student","NOUN","Profession"
"28680","doc3627","senior editor political columnist memphis flyer contributing editor tennessee journal","editor","NOUN","Profession"
"28681","doc3627","senior editor political columnist memphis flyer contributing editor tennessee journal","political","ADJ","Profession"
"28686","doc3627","senior editor political columnist memphis flyer contributing editor tennessee journal","editor","NOUN","Profession"
"28692","doc3628","<U+393C><U+3E32>m egg <U+393C><U+3E32>s good fortnite add meisandro boss xbox one maybe can play","good","ADJ","Personality"
"28702","doc3629","college student metal lover puppies weakness s awkward","college","NOUN","Profession"
"28703","doc3629","college student metal lover puppies weakness s awkward","student","NOUN","Profession"
"28716","doc3630","ufstate sm coordinator nsui assam ufmember social media cell assam pradesh congress committe ufexpresident gauhati commerce college nsui","social","ADJ","Profession"
"28717","doc3630","ufstate sm coordinator nsui assam ufmember social media cell assam pradesh congress committe ufexpresident gauhati commerce college nsui","media","NOUN","Profession"
"28726","doc3630","ufstate sm coordinator nsui assam ufmember social media cell assam pradesh congress committe ufexpresident gauhati commerce college nsui","college","NOUN","Profession"
"28742","doc3632","u jesus teacher scholar preacher message repentance messiah coming","teacher","NOUN","Profession"
"28750","doc3633","love nature simple life trust god provider","nature","NOUN","Profession"
"28758","doc3635","systems engineer working aircraft helicopters interested movies traveling cooking driving","systems","NOUN","Profession"
"28759","doc3635","systems engineer working aircraft helicopters interested movies traveling cooking driving","engineer","NOUN","Profession"
"28765","doc3635","systems engineer working aircraft helicopters interested movies traveling cooking driving","traveling","VERB","Hobbies"
"28766","doc3635","systems engineer working aircraft helicopters interested movies traveling cooking driving","cooking","NOUN","Hobbies"
"28778","doc3639","entrepreneur boutique owner writer blogger fashion consultant exhorter friend","entrepreneur","NOUN","Profession"
"28781","doc3639","entrepreneur boutique owner writer blogger fashion consultant exhorter friend","writer","NOUN","Profession"
"28784","doc3639","entrepreneur boutique owner writer blogger fashion consultant exhorter friend","consultant","NOUN","Profession"
"28788","doc3640","making music videos point heaven share message jesus ubsubscribe turn uf ubleave like share us","music","NOUN","Hobbies"
"28806","doc3643","attorney law dreadlocks habit formerly dreadlockdipset long time ago also chocolatecardinal aphia opinions blacklivesmatter","attorney","NOUN","Profession"
"28826","doc3645","specialist <U+393C><U+3E35>","specialist","ADJ","Profession"
"28828","doc3645","entrepreneur <U+393C><U+3E35>","entrepreneur","NOUN","Profession"
"28852","doc3648","hi everyone im logo specialist types web banner designerif need logo business banner contact thank","specialist","ADJ","Profession"
"28854","doc3648","hi everyone im logo specialist types web banner designerif need logo business banner contact thank","web","NOUN","Profession"
"28859","doc3648","hi everyone im logo specialist types web banner designerif need logo business banner contact thank","business","NOUN","Profession"
"28864","doc3649","official twitter handle federated union modakeke studentsfums apex students union body modakeke osun state","twitter","NOUN","Organization"
"28943","doc3655","resident sonoma county california writes song lyrics loves scorpions fan donald duck goes crazy sushi","crazy","ADJ","Personality"
"28964","doc3657","boxer fighter radiologist ufudufef social activist humanist work csrp","social","ADJ","Profession"
"28971","doc3658","want serve social work help poor people","social","ADJ","Profession"
"28976","doc3659","financial analyst accounting systems specialist life problem solve reality experience lfc great supporter","financial","ADJ","Profession"
"28977","doc3659","financial analyst accounting systems specialist life problem solve reality experience lfc great supporter","analyst","NOUN","Profession"
"28978","doc3659","financial analyst accounting systems specialist life problem solve reality experience lfc great supporter","accounting","NOUN","Profession"
"28979","doc3659","financial analyst accounting systems specialist life problem solve reality experience lfc great supporter","systems","NOUN","Profession"
"28980","doc3659","financial analyst accounting systems specialist life problem solve reality experience lfc great supporter","specialist","ADJ","Profession"
"28985","doc3659","financial analyst accounting systems specialist life problem solve reality experience lfc great supporter","experience","NOUN","Profession"
"29096","doc3671","official native black american party account derived work dr claud anderson partynativeblackamericanpartygmailcom","account","NOUN","Profession"
"29104","doc3672","new account man call fitzherbert can continue posting things dont want friends family seeing without seeing still man","account","NOUN","Profession"
"29124","doc3673","creating sustainable modern family homes within new communities","modern","ADJ","Hobbies"
"29135","doc3674","teenuni leeds vocalist strelkaband ubufefuaufefuaufef presenter celluloidsounds enfpt","presenter","NOUN","Profession"
"29139","doc3675","amazing business finance books games gaming gaming news general news gov officials agencies government served us army","business","NOUN","Profession"
"29140","doc3675","amazing business finance books games gaming gaming news general news gov officials agencies government served us army","finance","NOUN","Profession"
"29142","doc3675","amazing business finance books games gaming gaming news general news gov officials agencies government served us army","games","NOUN","Hobbies"
"29146","doc3675","amazing business finance books games gaming gaming news general news gov officials agencies government served us army","general","ADJ","Profession"
"29151","doc3675","amazing business finance books games gaming gaming news general news gov officials agencies government served us army","government","NOUN","Profession"
"29154","doc3675","amazing business finance books games gaming gaming news general news gov officials agencies government served us army","army","NOUN","Profession"
"29156","doc3676","love music political stuff love babys sayvionjamari shaylajaylathey worldstay blessed never lucky work hard play harder","music","NOUN","Hobbies"
"29157","doc3676","love music political stuff love babys sayvionjamari shaylajaylathey worldstay blessed never lucky work hard play harder","political","ADJ","Profession"
"29166","doc3676","love music political stuff love babys sayvionjamari shaylajaylathey worldstay blessed never lucky work hard play harder","lucky","ADJ","Personality"
"29177","doc3677","honoured learn incredible people everyday manager support services loopioinc","manager","NOUN","Profession"
"29178","doc3677","honoured learn incredible people everyday manager support services loopioinc","support","NOUN","Profession"
"29189","doc3679","usually nice chill however hidden darktough side ambivert cant stand fakers talk gis astronomy nature life music delhi","nice","ADJ","Personality"
"29201","doc3679","usually nice chill however hidden darktough side ambivert cant stand fakers talk gis astronomy nature life music delhi","astronomy","NOUN","Hobbies"
"29202","doc3679","usually nice chill however hidden darktough side ambivert cant stand fakers talk gis astronomy nature life music delhi","nature","NOUN","Profession"
"29204","doc3679","usually nice chill however hidden darktough side ambivert cant stand fakers talk gis astronomy nature life music delhi","music","NOUN","Hobbies"
"29236","doc3682","years old boy living republic sierra leone fan football club called arsenal high school waiting enginee","football","NOUN","Hobbies"
"29241","doc3682","years old boy living republic sierra leone fan football club called arsenal high school waiting enginee","school","NOUN","Profession"
"29247","doc3683","learner educator maker scientist around knowledge nerd best inspire life long learners newtechhigh tweets pov","scientist","NOUN","Profession"
"29260","doc3684","businessmusic politics reading bible","politics","NOUN","Hobbies"
"29261","doc3684","businessmusic politics reading bible","reading","VERB","Hobbies"
"29286","doc3688","love artmusictravel passionate bout art work anything","passionate","NOUN","Personality"
"29292","doc3689","musics video creator","video","NOUN","Profession"
"29295","doc3691","licensed insurance agent real estate licensee","licensed","VERB","Profession"
"29296","doc3691","licensed insurance agent real estate licensee","insurance","NOUN","Profession"
"29297","doc3691","licensed insurance agent real estate licensee","agent","NOUN","Profession"
"29317","doc3696","executive editor arizona daily independent daily online newspaper author legendary locals decatur honoring veterans police outstanding people","executive","ADJ","Profession"
"29318","doc3696","executive editor arizona daily independent daily online newspaper author legendary locals decatur honoring veterans police outstanding people","editor","NOUN","Profession"
"29325","doc3696","executive editor arizona daily independent daily online newspaper author legendary locals decatur honoring veterans police outstanding people","author","NOUN","Profession"
"29331","doc3696","executive editor arizona daily independent daily online newspaper author legendary locals decatur honoring veterans police outstanding people","police","NOUN","Profession"
"29364","doc3700","nfl draft contributor undergroundphi writer thephifthq","writer","NOUN","Profession"
"29414","doc3707","live georgia mountains us author science fiction novels angels quantum gate personal space return garden","author","NOUN","Profession"
"29430","doc3709","electrical engineerconsultantcontractor","electrical","ADJ","Profession"
"29441","doc3711","natus vincere son living god born win photographer song writer entrepreneur","photographer","NOUN","Profession"
"29443","doc3711","natus vincere son living god born win photographer song writer entrepreneur","writer","NOUN","Profession"
"29444","doc3711","natus vincere son living god born win photographer song writer entrepreneur","entrepreneur","NOUN","Profession"
"29452","doc3713","prog music art running strange blog strange show fri montreal time httpstcoxclrbbgii httpstcopjtlkhntu","music","NOUN","Hobbies"
"29454","doc3713","prog music art running strange blog strange show fri montreal time httpstcoxclrbbgii httpstcopjtlkhntu","running","VERB","Hobbies"
"29469","doc3715","research assistant karolinska institutet","research","NOUN","Profession"
"29470","doc3715","research assistant karolinska institutet","assistant","NOUN","Profession"
"29474","doc3716","consulting business owner cyprus","business","NOUN","Profession"
"29493","doc3719","momsister aunt naturalistsimplelovablemusic lover passionate health youthuf","passionate","NOUN","Personality"
"29502","doc3720","productphotographer ecommerceretailer onlineshop photostudio creativephotoagency photoediting photographer photobackground graphicdesigner photostudio","photographer","NOUN","Profession"
"29507","doc3721","locationlandscape photographer anyone coldworldgang can use pics check thousands dm ill send u raws","photographer","NOUN","Profession"
"29521","doc3722","jesus social advocacy freetime","social","ADJ","Profession"
"29525","doc3723","souschef advocate tech geek hockey fanatic author aspiring physician entrepreneur oh mention love cooking son immigrants","advocate","ADJ","Profession"
"29528","doc3723","souschef advocate tech geek hockey fanatic author aspiring physician entrepreneur oh mention love cooking son immigrants","hockey","NOUN","Hobbies"
"29530","doc3723","souschef advocate tech geek hockey fanatic author aspiring physician entrepreneur oh mention love cooking son immigrants","author","NOUN","Profession"
"29533","doc3723","souschef advocate tech geek hockey fanatic author aspiring physician entrepreneur oh mention love cooking son immigrants","entrepreneur","NOUN","Profession"
"29537","doc3723","souschef advocate tech geek hockey fanatic author aspiring physician entrepreneur oh mention love cooking son immigrants","cooking","VERB","Hobbies"
"29549","doc3724","growth equity vc investor advantage capital acpimpact bay area sports fan travel enthusiast graduate chicagobooth uofmaryland go terps","sports","NOUN","Hobbies"
"29577","doc3728","songwriter rapper singer music lover bookings mail contact maildrealgenesisgmailcom social media handle drealgenesis","singer","NOUN","Profession"
"29578","doc3728","songwriter rapper singer music lover bookings mail contact maildrealgenesisgmailcom social media handle drealgenesis","music","NOUN","Hobbies"
"29584","doc3728","songwriter rapper singer music lover bookings mail contact maildrealgenesisgmailcom social media handle drealgenesis","social","ADJ","Profession"
"29585","doc3728","songwriter rapper singer music lover bookings mail contact maildrealgenesisgmailcom social media handle drealgenesis","media","NOUN","Profession"
"29590","doc3729","family first sports junkie southern reborn us constitutionalist proud capitalist roll tide build wall now maga kag nra term limits","sports","NOUN","Hobbies"
"29596","doc3729","family first sports junkie southern reborn us constitutionalist proud capitalist roll tide build wall now maga kag nra term limits","proud","ADJ","Personality"
"29627","doc3732","nice nice","nice","ADJ","Personality"
"29628","doc3732","nice nice","nice","ADJ","Personality"
"29669","doc3738","pretty young forever young artists coming artist support foot song one day make songs one day everyone can know song","artist","NOUN","Profession"
"29670","doc3738","pretty young forever young artists coming artist support foot song one day make songs one day everyone can know song","support","NOUN","Profession"
"29683","doc3739","architect youth advocate public speaker teacher athlete reader writer positive thinker evidence god grace","architect","ADJ","Profession"
"29685","doc3739","architect youth advocate public speaker teacher athlete reader writer positive thinker evidence god grace","advocate","VERB","Profession"
"29688","doc3739","architect youth advocate public speaker teacher athlete reader writer positive thinker evidence god grace","teacher","NOUN","Profession"
"29689","doc3739","architect youth advocate public speaker teacher athlete reader writer positive thinker evidence god grace","athlete","ADP","Profession"
"29691","doc3739","architect youth advocate public speaker teacher athlete reader writer positive thinker evidence god grace","writer","NOUN","Profession"
"29697","doc3740","baseball cheffantasy football enthusiastsemipro golfer really","baseball","NOUN","Hobbies"
"29699","doc3740","baseball cheffantasy football enthusiastsemipro golfer really","football","NOUN","Hobbies"
"29711","doc3743","entrepreneur ceo arafats assets management","entrepreneur","PRON","Profession"
"29715","doc3743","entrepreneur ceo arafats assets management","management","NOUN","Profession"
"29718","doc3744","dj radio presenter soulsole urban gospel uplifting soulful house soul inspiration uplifting deep soulful vocal inspirational house music","presenter","X","Profession"
"29733","doc3744","dj radio presenter soulsole urban gospel uplifting soulful house soul inspiration uplifting deep soulful vocal inspirational house music","music","NOUN","Hobbies"
"29743","doc3745","hi name elizabeth biggest alabama fan nascar fan also married wonderful husband years name don wilsonuuf","married","VERB","Personality"
"29752","doc3747","proud m<U+653C><U+3E39>tis winnipegger law student lawmcgill research assistant senmarilou youth ambassador planglobal","proud","ADJ","Personality"
"29758","doc3747","proud m<U+653C><U+3E39>tis winnipegger law student lawmcgill research assistant senmarilou youth ambassador planglobal","student","NOUN","Profession"
"29760","doc3747","proud m<U+653C><U+3E39>tis winnipegger law student lawmcgill research assistant senmarilou youth ambassador planglobal","research","NOUN","Profession"
"29761","doc3747","proud m<U+653C><U+3E39>tis winnipegger law student lawmcgill research assistant senmarilou youth ambassador planglobal","assistant","NOUN","Profession"
"29766","doc3748","student","student","NOUN","Profession"
"29797","doc3754","business finance news business finance news opinion news opinion news","business","NOUN","Profession"
"29798","doc3754","business finance news business finance news opinion news opinion news","finance","NOUN","Profession"
"29800","doc3754","business finance news business finance news opinion news opinion news","business","NOUN","Profession"
"29801","doc3754","business finance news business finance news opinion news opinion news","finance","NOUN","Profession"
"29817","doc3756","dad husband honda sales consultant flint firebirds sports writer security guy","sales","NOUN","Profession"
"29818","doc3756","dad husband honda sales consultant flint firebirds sports writer security guy","consultant","ADJ","Profession"
"29821","doc3756","dad husband honda sales consultant flint firebirds sports writer security guy","sports","NOUN","Hobbies"
"29822","doc3756","dad husband honda sales consultant flint firebirds sports writer security guy","writer","NOUN","Profession"
"29823","doc3756","dad husband honda sales consultant flint firebirds sports writer security guy","security","NOUN","Profession"
"29830","doc3759","official twitter account countz pr blackpress blackhollywood blackvoices blackgirlsmagic muterkelly","twitter","NOUN","Organization"
"29831","doc3759","official twitter account countz pr blackpress blackhollywood blackvoices blackgirlsmagic muterkelly","account","NOUN","Profession"
"29839","doc3760","professional basketball athletic trainer husband proud dad","professional","ADJ","Profession"
"29840","doc3760","professional basketball athletic trainer husband proud dad","basketball","NOUN","Hobbies"
"29844","doc3760","professional basketball athletic trainer husband proud dad","proud","ADJ","Personality"
"29857","doc3764","associate director thisispegasus love working integrated campaigns change behaviours live running along beach travel music","director","NOUN","Profession"
"29866","doc3764","associate director thisispegasus love working integrated campaigns change behaviours live running along beach travel music","running","VERB","Hobbies"
"29868","doc3764","associate director thisispegasus love working integrated campaigns change behaviours live running along beach travel music","beach","DET","Hobbies"
"29870","doc3764","associate director thisispegasus love working integrated campaigns change behaviours live running along beach travel music","music","NOUN","Hobbies"
"29873","doc3765","tbszn lover office love patriots rolltribe love indians traveling man lived different areas us midwesterners elite","office","NOUN","Profession"
"29879","doc3765","tbszn lover office love patriots rolltribe love indians traveling man lived different areas us midwesterners elite","traveling","VERB","Hobbies"
"29898","doc3767","im one digital media assistant covlibraries also run codeclub two cilip member","media","NOUN","Profession"
"29899","doc3767","im one digital media assistant covlibraries also run codeclub two cilip member","assistant","NOUN","Profession"
"29948","doc3774","business mind","business","NOUN","Profession"
"29953","doc3775","follow follow account","account","NOUN","Profession"
"29963","doc3778","executive director triage center","executive","ADJ","Profession"
"29964","doc3778","executive director triage center","director","NOUN","Profession"
"29967","doc3779","entrepreneur gamer computer scientist always risking failure","entrepreneur","NOUN","Profession"
"29969","doc3779","entrepreneur gamer computer scientist always risking failure","computer","NOUN","Profession"
"29970","doc3779","entrepreneur gamer computer scientist always risking failure","scientist","NOUN","Profession"
"29990","doc3781","ufbtrying become inspiring bbw clothing lingerie model security guard nightsweetest woman will ever meet just dont cross ufb","security","NOUN","Profession"
"30002","doc3782","passionate hiker diehard beauty appreciator","passionate","ADJ","Personality"
"30017","doc3783","wife mason mama camden james fur mama nalah washed d athlete land lakes vikings target tweets","athlete","ADJ","Profession"
"30021","doc3783","wife mason mama camden james fur mama nalah washed d athlete land lakes vikings target tweets","target","NOUN","Organization"
"30040","doc3785","silly fun different wacky life short anything happy","silly","ADV","Personality"
"30047","doc3785","silly fun different wacky life short anything happy","happy","ADJ","Personality"
"30074","doc3789","events host radio producerpresenter social media influencer bilingual emcee professional voiceovertranslator fizaemceegmailcom","social","ADJ","Profession"
"30075","doc3789","events host radio producerpresenter social media influencer bilingual emcee professional voiceovertranslator fizaemceegmailcom","media","NOUN","Profession"
"30079","doc3789","events host radio producerpresenter social media influencer bilingual emcee professional voiceovertranslator fizaemceegmailcom","professional","ADJ","Profession"
"30084","doc3790","rank sentimentalist teacher father former baseball player lifelong rock roller bostonian democrat","teacher","NOUN","Profession"
"30087","doc3790","rank sentimentalist teacher father former baseball player lifelong rock roller bostonian democrat","baseball","NOUN","Hobbies"
"30104","doc3792","k director ci futurist christian author ambassador hope sldunktank lifetrapped growingcps letstudentsspeak futurepastskills","director","NOUN","Profession"
"30108","doc3792","k director ci futurist christian author ambassador hope sldunktank lifetrapped growingcps letstudentsspeak futurepastskills","author","NOUN","Profession"
"30117","doc3793","writes film tv rest ftlifearts responsible taking cornwall international","film","NOUN","Profession"
"30133","doc3796","im full time professional web designeri one year industrial experience web design design website looking creative ef","professional","ADJ","Profession"
"30134","doc3796","im full time professional web designeri one year industrial experience web design design website looking creative ef","web","NOUN","Profession"
"30138","doc3796","im full time professional web designeri one year industrial experience web design design website looking creative ef","industrial","ADJ","Profession"
"30139","doc3796","im full time professional web designeri one year industrial experience web design design website looking creative ef","experience","NOUN","Profession"
"30140","doc3796","im full time professional web designeri one year industrial experience web design design website looking creative ef","web","NOUN","Profession"
"30141","doc3796","im full time professional web designeri one year industrial experience web design design website looking creative ef","design","NOUN","Profession"
"30142","doc3796","im full time professional web designeri one year industrial experience web design design website looking creative ef","design","NOUN","Profession"
"30145","doc3796","im full time professional web designeri one year industrial experience web design design website looking creative ef","creative","ADJ","Personality"
"30173","doc3799","love things politics governance economics edm fan ggmu cycling fishing enthusiast himym cult member","politics","NOUN","Hobbies"
"30180","doc3799","love things politics governance economics edm fan ggmu cycling fishing enthusiast himym cult member","fishing","VERB","Hobbies"
"30190","doc3800","elementary principal donald e ross school","school","NOUN","Profession"
"30192","doc3801","im teacher","teacher","NOUN","Profession"
"30209","doc3803","masochist bdsm slave artist","artist","NOUN","Profession"
"30216","doc3805","dont waste time wit ppl","ppl","NOUN","Organization"
"30222","doc3808","chief product officer sp global market intelligence skier father husband reverse order vu <U+393C><U+3E31>cats uva cavs cville","product","NOUN","Profession"
"30223","doc3808","chief product officer sp global market intelligence skier father husband reverse order vu <U+393C><U+3E31>cats uva cavs cville","officer","NOUN","Profession"
"30226","doc3808","chief product officer sp global market intelligence skier father husband reverse order vu <U+393C><U+3E31>cats uva cavs cville","market","NOUN","Profession"
"30243","doc3809","disc life ufafufufa mediocre banjo picker certifiable mountain man always zipped clipped jabs","banjo","NOUN","Hobbies"
"30277","doc3814","m twitter trump ufeufeufeufeufeufeufeufaufufeufa muellerprison","twitter","NOUN","Organization"
"30290","doc3816","<U+393C><U+3E32>s creative mode edit course code credit salage map owners","creative","ADJ","Personality"
"30295","doc3816","<U+393C><U+3E32>s creative mode edit course code credit salage map owners","credit","NOUN","Profession"
"30324","doc3820","voice artist public speaker emcee juno awards judgesupporter kidney regular plasma donor get lifemake count","artist","NOUN","Profession"
"30338","doc3821","assistant adcommunications la salle university opinions","assistant","NOUN","Profession"
"30342","doc3821","assistant adcommunications la salle university opinions","university","NOUN","Profession"
"30348","doc3822","mc babs show promoterevent planner motivational speaker ceo young innovation swim sea pool company swimming coachand life guardlove","planner","NOUN","Profession"
"30357","doc3822","mc babs show promoterevent planner motivational speaker ceo young innovation swim sea pool company swimming coachand life guardlove","company","NOUN","Profession"
"30358","doc3822","mc babs show promoterevent planner motivational speaker ceo young innovation swim sea pool company swimming coachand life guardlove","swimming","VERB","Hobbies"
"30362","doc3823","proud father beautiful baby girl sarafopoulos logic rattpack ufeufea bvb uffblackyellow ufecufe afcbournemouth ufeufea rscanderlecht ufeauff fcbarcelona","proud","ADJ","Personality"
"30379","doc3824","entrepreneur fashion designer go getter daughter sister linguist feminist god ifb trust","entrepreneur","NOUN","Profession"
"30381","doc3824","entrepreneur fashion designer go getter daughter sister linguist feminist god ifb trust","designer","NOUN","Profession"
"30392","doc3825","educationists accountant motivational speaker leadership trainer tax educator gospel minister","accountant","ADJ","Profession"
"30420","doc3828","blazing uf comic entertainer music lover","music","NOUN","Hobbies"
"30422","doc3829","optimistic independent politically biased nature lover photography","optimistic","ADJ","Personality"
"30426","doc3829","optimistic independent politically biased nature lover photography","nature","NOUN","Profession"
"30428","doc3829","optimistic independent politically biased nature lover photography","photography","NOUN","Hobbies"
"30453","doc3835","friends family sports music golf good beer dog wife","sports","NOUN","Hobbies"
