,user_id,Description,NER,GPE,LOC,ORG,NORP,WORK_OF_ART,Other
4323,1081737313703677952,I enjoy listening and understand people and they life,,,,,,,
4324,1002239308827422720,I am an organizer for AFGE.  A father of 2.  Avid Tottenham supporter.,"[('AFGE', 'ORG'), ('2', 'CARDINAL'), ('Avid Tottenham', 'PERSON')]",,,AFGE,,,"{('Avid Tottenham', 'PERSON'), ('2', 'CARDINAL')}"
4325,1080965686439104513,Welcome to We Belong Outdoors! We provide the best outdoor related gear on the internet. Shop the entire collection in the link below!,,,,,,,
4326,1081736517129650177,In love with the music <U+0001F3B6>,,,,,,,
4327,1071723663571980289,IF THEY RATHER DIE LET THEM DO IT AND DECREASE THE SURPLUSS POPULATION,"('THE SURPLUSS POPULATION', 'PRODUCT')",,,,,,"('THE SURPLUSS POPULATION', 'PRODUCT')"
4328,217322572,"Husband, Father, Teacher and Coach. #blessed","[('Husband', 'GPE'), ('Coach', 'GPE')]","{'Husband', 'Coach'}",,,,,
4329,2859835730,A Human. Being <U+0001F496>,,,,,,,
4330,121491195,"Musicien, Entrepreneur, Peace Activist, Digital world citizen ambassador & crypto currency advocat","[('Musicien', 'ORG'), ('Peace Activist', 'ORG'), ('Digital', 'ORG')]",,,"{'Peace Activist', 'Digital', 'Musicien'}",,,
4331,1081733968632991744,Positive vibes,,,,,,,
4332,1077007759026126849,"<U+0001F1FA><U+0001F1F8>Dedicated to exposing the Truth <U+0001F1FA><U+0001F1F8>Find God, Find Salvation, Find Truth<U+271D><U+FE0F>Dogs Rule <U+0001F436> <U+0001F499>Guitars<U+0001F3B8>[Happily Married <U+0001F6AB>DM] #MAGA #KAG #Trump2020 <U+2B07><U+FE0F>See website<U+2B07><U+FE0F>","[('Find Truth', 'PERSON'), ('Dogs Rule', 'PERSON'), ('DM', 'GPE'), ('#', 'CARDINAL'), ('MAGA', 'PERSON'), ('#KAG #', 'MONEY'), ('Trump2020', 'MONEY')]",DM,,,,,"{('Trump2020', 'MONEY'), ('#', 'CARDINAL'), ('Dogs Rule', 'PERSON'), ('Find Truth', 'PERSON'), ('MAGA', 'PERSON'), ('#KAG #', 'MONEY')}"
4333,325357105,I definitely want to talk politics.,,,,,,,
4334,1040192429817819137,"I am Chef,We help you to fix your meal(Birthday,Get together,Occasion,Busy workers)ILove God,I love the feel of Money,I fear God.Heb11:3","[('meal(Birthday', 'GPE'), ('Heb11:3', 'GPE')]","{'meal(Birthday', 'Heb11:3'}",,,,,
4335,1081733528293908480,#QAnon #Q #WWG1WGA #MAGA #KAG,"[('#QAnon #', 'MONEY'), ('MAGA', 'GPE'), ('#KAG', 'MONEY')]",MAGA,,,,,"{('#QAnon #', 'MONEY'), ('#KAG', 'MONEY')}"
4336,1042196998785589248,FOUNDER & CEO,,,,,,,
4337,53251561,"Former WWE diva, entertainer & vegetarian. Heat & Magic <U+0001F3C0> I like politics<U+0001F633> @jillianhall1 on IG & Snap. No fb. Bookings jillianhall999@gmail.com","[('WWE', 'ORG'), ('Heat & Magic', 'ORG'), ('@jillianhall1', 'PERSON'), ('IG & Snap', 'ORG'), ('Bookings', 'PERSON')]",,,"{'IG & Snap', 'WWE', 'Heat & Magic'}",,,"{('@jillianhall1', 'PERSON'), ('Bookings', 'PERSON')}"
4338,215720762,Born blue.,,,,,,,
4339,2759670518,"William Amos ""Hough"" Linebacker Coach and Owner of Linebacker University. Proud Dad of Wake Forest Linebacker @chasemonroe58 and my girls Mattie and Emma!","[('William Amos ""Hough""', 'PERSON'), ('Linebacker Coach and Owner of Linebacker University', 'WORK_OF_ART'), ('Proud Dad', 'PERSON'), ('Wake Forest Linebacker @chasemonroe58', 'ORG'), ('Mattie and Emma', 'ORG')]",,,"{'Wake Forest Linebacker @chasemonroe58', 'Mattie and Emma'}",,Linebacker Coach and Owner of Linebacker University,"{('William Amos ""Hough""', 'PERSON'), ('Proud Dad', 'PERSON')}"
4340,326417313,lame guy.. living in the city,,,,,,,
4341,1080568727123492864,Official <U+0001F525>GLAZED<U+FE0F><U+0001F525>Brand Owner [Glazed<U+FE0F> Graphics Coming Soon ] Pursuing Marketing Management Degree,"[('Official <U+0001F525>GLAZED\x99<U+FE0F><U+0001F525>Brand Owner', 'ORG'), ('Graphics', 'PERCENT'), ('Soon ]', 'ORG')]",,,"{'Official <U+0001F525>GLAZED\x99<U+FE0F><U+0001F525>Brand Owner', 'Soon ]'}",,,"('Graphics', 'PERCENT')"
4342,929259878706593793,Son of God| Husband|    Father of 2| Head Baseball Coach Saint                Bonaventure HS | Truth<U+0001F49A><U+0001F9E1>Marx ;,"[('2| Head', 'ORG'), ('Saint                Bonaventure HS', 'PERSON')]",,,2| Head,,,"('Saint                Bonaventure HS', 'PERSON')"
4343,3420574769,<U+0001F451> Founder Mojo Day Trading <U+0001F399>Moderator Stock <U+26A1><U+FE0F>Crypto Trading Chatroom | Free Pass <U+0001F39F> https://t.co/tEUBJd2CM5,"[('Founder Mojo Day', 'PERSON'), ('U+0001F399>Moderator Stock', 'PERSON'), ('\xa0', 'ORG')]",,, ,,,"{('Founder Mojo Day', 'PERSON'), ('U+0001F399>Moderator Stock', 'PERSON')}"
4344,780198462696587264,"Pk Tunn Lounge offers American, mediterrane­an, persian , Indian food . theme nights include arabic , international , hip-hop & bollywood kitchen open until 2am","[('Tunn Lounge', 'PERSON'), ('American', 'NORP'), ('mediterrane\xadan', 'DATE'), ('Indian', 'NORP'), ('nights', 'TIME'), ('2am', 'TIME')]",,,,"{'Indian', 'American'}",,"{('2am', 'TIME'), ('mediterrane\xadan', 'DATE'), ('Tunn Lounge', 'PERSON'), ('nights', 'TIME')}"
4345,171867633,"Vol Fanatic, Stl Cardinals Fan, Sports Junkie, Conservative,  Friend of Bill, Just living life one day at a time.............","[('Vol Fanatic, Stl Cardinals Fan', 'ORG'), ('Sports Junkie', 'PERSON'), ('Conservative', 'ORG'), (' Friend of Bill', 'ORG'), ('one day', 'DATE')]",,,"{'Conservative', ' Friend of Bill', 'Vol Fanatic, Stl Cardinals Fan'}",,,"{('one day', 'DATE'), ('Sports Junkie', 'PERSON')}"
4346,1032343570257203200,Music R&B/Soul,,,,,,,
4347,4206623314,The revolution will not be televised.,,,,,,,
4348,414625916,"CEO Adamond Engineering Co LTD , Engineer, Quantity Surveyor, Entrepreneur, Motivational Speaker, die hard Manchester United fan<U+0001F525>","[('Adamond Engineering Co LTD', 'ORG'), ('Engineer', 'PERSON'), ('Entrepreneur', 'PERSON'), ('Manchester United', 'ORG'), ('U+0001F525', 'GPE')]",U+0001F525,,"{'Adamond Engineering Co LTD', 'Manchester United'}",,,"{('Engineer', 'PERSON'), ('Entrepreneur', 'PERSON')}"
4349,1081719241496317952,"Single,  but i have been into a long time relationship which laid me into hard times and it hurts me so dearly and i don't to be hurt by any","(' ', 'ORG')",,, ,,,
4350,953753807401431040,web producer @OrlandoSentinel / formerly @NSMtoday @OrlandoWeekly / @UCF Jou grad <U+2694><U+FE0F>,"[('@NSMtoday', 'DATE'), ('Jou', 'PERSON'), ('U+2694><U+FE0F', 'ORG')]",,,U+2694><U+FE0F,,,"{('@NSMtoday', 'DATE'), ('Jou', 'PERSON')}"
4351,1081720545689985024,"live life for as-long as dream, for there is no other who sees what you see.<U+0001F64F><U+0001F68F><U+0001F302><U+0001F525>","('see.<U+0001F64F><U+0001F68F><U+0001F302><U+0001F525', 'PERSON')",,,,,,"('see.<U+0001F64F><U+0001F68F><U+0001F302><U+0001F525', 'PERSON')"
4352,1081721252316774401,World News History Football Soccer Champions League Canada News Premier League Politics Science Music MLS Technology,"('World News History Football Soccer Champions League Canada News', 'ORG')",,,World News History Football Soccer Champions League Canada News,,,
4353,1081717980805939200,"loves trump,the Yankees and life.","('Yankees', 'ORG')",,,Yankees,,,
4354,480025368,PepsiCo Talent Acquisition,"('PepsiCo Talent Acquisition', 'ORG')",,,PepsiCo Talent Acquisition,,,
4355,1081619363013279745,"my life is more difficult than anyone else's on the planet, and yes I'm including starving children, SO DON'T ASK! -Gene Belcher",,,,,,,
4356,1210123110,All posts represent only my opinion. I reserve the right to hold positions in the stocks mentioned.,,,,,,,
4357,1081718090520559616,NBA DREAMS<U+0001F929><U+0001F3C0><U+0001F92B>Next up<U+0001F91F><U+0001F3FE><U+0001F634><U+0001F3C0><U+0001F680>r.i.p tez #longlivetezo <U+0001F622><U+0001F4AF><U+2764><U+FE0F><U+0001F64F>#longlivenez,"[('NBA', 'ORG'), ('Next', 'ORG')]",,,"{'Next', 'NBA'}",,,
4358,2161737235,"I get bored, I get on Twitter & Laugh at the Left, Hollywood, & Athletes that try to talk Politics #MAGA","[('Twitter & Laugh', 'ORG'), ('Hollywood', 'GPE'), ('& Athletes', 'ORG'), ('MAGA', 'GPE')]","{'MAGA', 'Hollywood'}",,"{'Twitter & Laugh', '& Athletes'}",,,
4359,2526337246,Americas SweetHeart,"('Americas SweetHeart', 'PRODUCT')",,,,,,"('Americas SweetHeart', 'PRODUCT')"
4360,1073546317081780224,"Addicted to poppers and hot porn.....boys only   youngnhung on soundcloud younghungpoppers2@tutanota.com
smoothnpoppers on wickr",,,,,,,
4361,397545669,On an intentional sojourn to greatness.,,,,,,,
4362,499628470,Mother |wife |former 1st lady|Business woman,,,,,,,
4363,996750351276658689,"//Artist/// <U+0001F1F3><U+0001F1EC>
//Versatile///
<U+0001F3A4><U+0001F3BC><U+0001F3B9><U+0001F3A7>

Whatsapp <U+0001F449><U+0001F449>07089930917","('\r\n\r\nWhatsapp', 'PERSON')",,,,,,"('\r\n\r\nWhatsapp', 'PERSON')"
4364,1075525147782598656,Happy pill <U+0001F48A>,,,,,,,
4365,1081710188439261184,Go @WoodpeckersNC! Go @Astros! Go @Lakers!,,,,,,,
4366,2334499908,K-5 #Makerspace teacher @ Ogden ES | HUGE Advocate for student voice & choice | #makerED #podcastEDU <U+0001F53A>Tweets are my own<U+0001F53A>cohost of The Brave Educator Podcast,"[('Ogden ES', 'ORG'), ('HUGE Advocate', 'ORG'), ('makerED #podcastEDU', 'ORG'), ('The Brave Educator Podcast', 'WORK_OF_ART')]",,,"{'makerED #podcastEDU', 'Ogden ES', 'HUGE Advocate'}",,The Brave Educator Podcast,
4367,1081708977602342914,just trying to live life comfortable after Years in the trenches <U+0001F98D>,"('Years', 'DATE')",,,,,,"('Years', 'DATE')"
4368,232852534,"Math/physics-aphile, father of 2, web developer, and all around swell guy.","('2', 'CARDINAL')",,,,,,"('2', 'CARDINAL')"
4369,1081700529363812352,Army Veteran #MAGA,"[('Army', 'ORG'), ('MAGA', 'MONEY')]",,,Army,,,"('MAGA', 'MONEY')"
4370,2926069050,"HR Manager at SSC supporting our AP Home Depot Associates! when you do what you love, its not work!","[('SSC', 'ORG'), ('AP Home Depot Associates', 'ORG')]",,,"{'AP Home Depot Associates', 'SSC'}",,,
4371,41069977,"#condo #condoking #mississauga #realestate #broker #buying #selling #mississaugacondo #condos #squareonecondo call 416-823-3433
https://t.co/29DlE9D4Pe","[('#condo', 'MONEY'), ('#mississauga', 'MONEY'), ('#broker', 'MONEY'), ('#selling #', 'MONEY'), ('#condos #', 'MONEY'), ('416-823-3433', 'CARDINAL')]",,,,,,"{('#mississauga', 'MONEY'), ('#condo', 'MONEY'), ('#condos #', 'MONEY'), ('416-823-3433', 'CARDINAL'), ('#selling #', 'MONEY'), ('#broker', 'MONEY')}"
4372,1025897312332251137,"Stanford University '16 | Univ. of Texas School of Law, '20 | Catholic | Conservative | Latina | Bay Area, CA <U+2708><U+FE0F> Austin, TX | #MAGA","[(""Stanford University '"", 'ORG'), ('16', 'CARDINAL'), ('Univ', 'PERSON'), ('Texas School of Law', 'ORG'), ('20', 'CARDINAL'), ('Catholic', 'NORP'), ('Latina |', 'PERSON'), ('Bay Area', 'LOC'), ('CA <U+2708><U+FE0F', 'ORG'), ('Austin', 'GPE'), ('TX', 'ORG'), ('MAGA', 'GPE')]","{'MAGA', 'Austin'}",Bay Area,"{'Texas School of Law', 'TX', 'CA <U+2708><U+FE0F', ""Stanford University '""}",Catholic,,"{('20', 'CARDINAL'), ('Latina |', 'PERSON'), ('16', 'CARDINAL'), ('Univ', 'PERSON')}"
4373,1081700839096532992,"I am who I am, no one can be me. No one can break me...",,,,,,,
4374,1035731295710703616,The areas leader in Local Sports!,"('Local Sports', 'ORG')",,,Local Sports,,,
4375,1081699950768128001,"<U+0001F1F3><U+0001F1EC><U+0001F3A4>
REALIST<U+0001F30D>
 #SoNoFaGod
 lawyer<U+0001F44C>
Entrepreneur<U+0001F4AA> 
 songwriter
worshipper and Born leader<U+0001F474>",,,,,,,
4376,607317495,Will GeoINT for motorcycle tires.,,,,,,,
4377,1059271354418028545,"unapologetically conservative, seeker of truth and blaster of the leftists",,,,,,,
4378,769583197172666368,06.06 <U+264A><U+FE0F><U+0001F389><U+0001F92A>,"('06.06', 'CARDINAL')",,,,,,"('06.06', 'CARDINAL')"
4379,1081696946752958465,"name is Thomas. us army vet. mmj advocate an patient. nascarheatracer.
#T4T #Vwatlv","[('Thomas', 'PERSON'), ('T4', 'MONEY'), ('Vwatlv', 'MONEY')]",,,,,,"{('Vwatlv', 'MONEY'), ('Thomas', 'PERSON'), ('T4', 'MONEY')}"
4380,919302292607852544,"Product of grace , God lover ,cool and always love to make people happy <U+0001F601><U+0001F600>..Football lover, #ManchesterisRed# Manchester united fan, Geologist...","[('Manchester', 'GPE'), ('Geologist', 'NORP')]",Manchester,,,Geologist,,
4381,1081697189045460992,"Am humble like a snake <U+0001F40D> But dnt take my humbleness 4 granted. I luv music,movies. Luv crazy boys. blogger #musicalmindteam @iamboikelvis <U+0001F1F3><U+0001F1EC> <U+0001F680> #hypeboyblog","[('U+0001F40D', 'NORP'), ('4', 'CARDINAL')]",,,,U+0001F40D,,"('4', 'CARDINAL')"
4382,1081696077827526656,"In life you have two choices, Fire it up or fire it up! #NFL #NBA #America #Beer #Sports #winning #closer","[('two', 'CARDINAL'), ('NFL', 'ORG'), ('#', 'CARDINAL'), ('NBA #America', 'ORG'), ('#Sports #', 'MONEY')]",,,"{'NFL', 'NBA #America'}",,,"{('two', 'CARDINAL'), ('#', 'CARDINAL'), ('#Sports #', 'MONEY')}"
4383,24325812,songmaker,,,,,,,
4384,1081694989577531393,redneck hillbilly,,,,,,,
4385,1081329058242162688,Red blooded Cherokee Norwegian half-breed 1000%Trump Supporting 420Freindly Back the Blue MAGA !<U+0001F1FA><U+0001F1F8><U+0001F1EE><U+0001F1F1><U+262F><U+262E><U+271D><U+0001F682><U+0001F60E>,"[('Cherokee', 'PRODUCT'), ('1000%Trump', 'CARDINAL'), ('Supporting 420Freindly Back the Blue MAGA', 'WORK_OF_ART')]",,,,,Supporting 420Freindly Back the Blue MAGA,"{('1000%Trump', 'CARDINAL'), ('Cherokee', 'PRODUCT')}"
4386,1023819047526387714,here for the content not the extra,,,,,,,
4387,289651922,"ca, @espn | detroit bad boy",,,,,,,
4388,39568482,Come check me out on Instagram @ Me_Myself_And_Zeke,"('Instagram', 'GPE')",Instagram,,,,,
4389,1081691245863469056,DMV! Born & Raised raw Talent #TheHoodlums 2Real Ep Dropping This Month Remember Our Faces !! For Booking (H_Taylor94@yahoo.com #Designer #Designer #Designer<U+203C><U+FE0F>,"[('DMV', 'ORG'), ('Born & Raised raw Talent', 'ORG'), ('TheHoodlums', 'PERSON'), ('This Month Remember Our Faces', 'WORK_OF_ART'), ('Designer', 'MONEY')]",,,"{'Born & Raised raw Talent', 'DMV'}",,This Month Remember Our Faces,"{('TheHoodlums', 'PERSON'), ('Designer', 'MONEY')}"
4390,938136914,NYRB // UCSB,"[('NYRB', 'ORG'), ('UCSB', 'ORG')]",,,"{'NYRB', 'UCSB'}",,,
4391,759299198915190784,Real Estate is a natural fit given her dedication to helping clients make smart real estate decisions!! Happy Clients is Top Priority!,"[('Real Estate', 'ORG'), ('Top Priority', 'ORG')]",,,"{'Real Estate', 'Top Priority'}",,,
4392,1081688457519472643,Can't believe all of the truly intelligent people can be so asleep. #1A#2A #NAVYDAD<U+0001F1FA><U+0001F1F8>#GENERALFLYNN<U+2B50><U+2B50><U+2B50>3rdaccount,"[('#1A#2A #', 'MONEY'), ('U+0001F1FA><U+0001F1F8>#GENERALFLYNN', 'PERSON')]",,,,,,"{('U+0001F1FA><U+0001F1F8>#GENERALFLYNN', 'PERSON'), ('#1A#2A #', 'MONEY')}"
4393,977948628651094016,<U+0001F914>,"('U+0001F914', 'GPE')",U+0001F914,,,,,
4394,1081686637493522432,We didn't set out to just make a TV show. We want to spark a revolution in Real Life Listening.,"('Real Life Listening', 'WORK_OF_ART')",,,,,Real Life Listening,
4395,1081688636855341057,Official page of the Conservative Youth.,"('the Conservative Youth', 'ORG')",,,the Conservative Youth,,,
4396,578916726,Not the regular guy you know,,,,,,,
4397,1081687783134187520,Music,,,,,,,
4398,1102463468,"Engr...
Entrepr.
God's Ambassador to earth","('God', 'PERSON')",,,,,,"('God', 'PERSON')"
4399,1081686449664282627,i got the bag<U+0001F308>,,,,,,,
4400,17477775,"Energy reporter for @HoustonChron. Former @SABizJournal, @KGBT, @AlDiaDallas & @BrownsvilleNews. Journalist. Photographer. Explorer. Cowboys. Longhorns. Spurs.","[('@HoustonChron', 'ORG'), ('@SABizJournal', 'ORG'), ('@KGBT', 'ORG'), ('Explorer', 'ORG'), ('Cowboys', 'ORG'), ('Spurs', 'PERSON')]",,,"{'@HoustonChron', '@KGBT', 'Cowboys', '@SABizJournal', 'Explorer'}",,,"('Spurs', 'PERSON')"
4401,2480646462,"The private, personal account of one soulless ginger that just wants to see the world (sun) burn.","('one', 'CARDINAL')",,,,,,"('one', 'CARDINAL')"
4402,1081676966372229126,LET LOVE LEAD.,,,,,,,
4403,796087884092678145,If you make my heart warm you deserve a place in it<U+2764>,,,,,,,
4404,1080278888515653633,Jarecrow Media and Design,"('Jarecrow Media', 'ORG')",,,Jarecrow Media,,,
4405,1081679744557436928,"If no God, than no God given rights.
Protecting America <U+0001F1FA><U+0001F1F8> from enemies foreign & domestic. 
#GOD<U+271D><U+FE0F> #FAMILY #COUNTRY<U+0001F1FA><U+0001F1F8> #WETHEPEOPLE<U+0001F1FA><U+0001F1F8>  are #MAGA #2A #<U+039C><U+039F><U+039B>O<U+039D><U+039B><U+0391><U+0392><U+0395>","[('Protecting America', 'PERSON'), ('GOD', 'MONEY'), ('FAMILY #COUNTRY', 'ORG'), ('WETHEPEOPLE', 'MONEY'), (' ', 'NORP'), ('#MAGA #', 'MONEY'), ('U+039D><U+039B><U+0391><U+0392><U+0395', 'ORG')]",,,"{'U+039D><U+039B><U+0391><U+0392><U+0395', 'FAMILY #COUNTRY'}", ,,"{('WETHEPEOPLE', 'MONEY'), ('#MAGA #', 'MONEY'), ('GOD', 'MONEY'), ('Protecting America', 'PERSON')}"
4406,3300475907,<U+0190><U+0271><U+03C1>alh | <U+0190><U+0572><U+04BD><U+027E><U+0581><U+057E> <U+01F6><U+04BD>a<U+04C0><U+04BD><U+027E> | <U+0256><U+025B><U+028D><U+0268><U+028A><U+0280><U+0262><U+025B>,"('U+01F6><U+04BD', 'PERSON')",,,,,,"('U+01F6><U+04BD', 'PERSON')"
4407,1080493399529177088,"PR, Political Analyst, social media influencer, Media Aide, Christocentric, Motivational Speaker, Advocate for good governance, Youth leader.","[('Political Analyst', 'ORG'), ('Media Aide', 'ORG'), ('Christocentric', 'GPE'), ('Youth', 'GPE')]","{'Christocentric', 'Youth'}",,"{'Media Aide', 'Political Analyst'}",,,
4408,2459704700,GCHS Baseball,,,,,,,
4409,1081460937507381248,An angry oppressed people are like hungry lions,,,,,,,
4410,27782643,Head Volleyball Coach at Cedar Park,"('Cedar Park', 'FAC')",,,,,,"('Cedar Park', 'FAC')"
4411,1081674799448014849,[News Stories][Current Affairs][History][Humor],,,,,,,
4412,1265756318,It is... what it is...So learn to love yourself..!!!,,,,,,,
4413,1070110822221914112,#<U+062F><U+0627><U+0639><U+064A><U+0629>_<U+0625><U+0646><U+0633><U+0627><U+0646><U+064A>,,,,,,,
4414,909578663531859968,"A Public and Government Services, CEO @raichallinnear For all your Power House Beauty Connections. To Live your EXPERIENCE, Explore Opportunities.","[('Public and Government Services', 'ORG'), ('Power House Beauty Connections', 'ORG'), ('Explore Opportunities', 'PERSON')]",,,"{'Public and Government Services', 'Power House Beauty Connections'}",,,"('Explore Opportunities', 'PERSON')"
4415,2464375008,Trump Supporter. Seeker of Truth. Singer. Musician.  Street Performer,"[('Trump Supporter', 'ORG'), ('Seeker of Truth', 'ORG'), ('Musician', 'NORP'), (' ', 'NORP')]",,,"{'Seeker of Truth', 'Trump Supporter'}","{'Musician', ' '}",,
4416,1081671696183115776,think good of yourself.,,,,,,,
4417,1035560127720574977,Single,,,,,,,
4418,879111040537067521,IT Specialist @TDAmeritrade || A.B Economics || B.A Finance || MSc IT Management 2020 || JD 2023 <U+0001F91E><U+0001F3FE>|| @UdallasAlumni || @Afrikfabz CEO || <U+0001F1F3><U+0001F1EC> <U+0001F1FA><U+0001F1F8>,"[('A.B Economics || B.A Finance', 'ORG'), ('2020', 'DATE'), ('@UdallasAlumni ||', 'LAW')]",,,A.B Economics || B.A Finance,,,"{('@UdallasAlumni ||', 'LAW'), ('2020', 'DATE')}"
4419,737384186236043264,Meow! Let's have some fun? I'm here (my login same in tw) -  https://t.co/kis3nmnFcx,,,,,,,
4420,1081665287693524993,"Moraine Valley<U+0001F393>, UFC Fan<U+0001F44A><U+0001F3FB>, Music Lover<U+0001F3B5>, Fitness Lover<U+0001F951><U+0001F4AA><U+0001F3FB>","[('Moraine Valley', 'PERSON'), ('UFC Fan', 'ORG'), ('Music Lover', 'PERSON'), ('Fitness Lover', 'ORG')]",,,"{'Fitness Lover', 'UFC Fan'}",,,"{('Moraine Valley', 'PERSON'), ('Music Lover', 'PERSON')}"
4421,1081669392486801408,please donate<U+2764><U+FE0F>,"('U+2764><U+FE0F', 'ORG')",,,U+2764><U+FE0F,,,
4422,1081668942702231552,Social media mercenary,,,,,,,
4423,1081623584416677889,Lets Go Eagles #FlyEaglesFly. Add me on snap @steven112902 #pedohunt,,,,,,,
4424,1081664087589826561,Azania<U+270A>,"('Azania', 'GPE')",Azania,,,,,
4425,2678841253,pulvis et umbra sumus // tristen // aries,,,,,,,
4426,876180888450674688,<U+262E><U+FE0F><U+2665><U+FE0F><U+0001F308>,,,,,,,
4427,1080548204003950593,"Lab Tech, Proud Life Member of the NRA.  Love Our President. I'm not here for petty nonsense. You start it with me.  You are blocked.  No exceptions !","[('Proud Life', 'ORG'), ('NRA', 'ORG'), ('Love', 'WORK_OF_ART')]",,,"{'Proud Life', 'NRA'}",,Love,
4428,358518566,O+,"('O+', 'PERSON')",,,,,,"('O+', 'PERSON')"
4429,1081651768583487488,Daughter of daddy #major provovo,,,,,,,
4430,16030754,"Dad, Business professional, Youth Football Coach","('Youth Football', 'PERSON')",,,,,,"('Youth Football', 'PERSON')"
4431,1079534824560517130,Corporate Executive Officer of Warhammer Investgations & Myrmidon Security,"('Warhammer Investgations & Myrmidon Security', 'ORG')",,,Warhammer Investgations & Myrmidon Security,,,
4432,1081240074946252801,Congresswoman & proud grandmother! Honored to serve AZ02,"('Congresswoman &', 'ORG')",,,Congresswoman &,,,
4433,1078014195164200960,Interested in global issues,,,,,,,
4434,1221660943,<U+0635><U+0627><U+062D><U+0628> <U+0627><U+0644><U+062D><U+0633><U+0627><U+0628> <U+0639><U+0631><U+0627><U+0642><U+064A> <U+0627><U+0644><U+0647><U+0648><U+0649> <U+0648> <U+0627><U+0644><U+0648><U+0644><U+0627><U+0621> <U+0648> <U+0627><U+0644><U+0627><U+0646><U+062A><U+0645><U+0627><U+0621> <U+0648> <U+0627><U+0644><U+0639><U+0642><U+064A><U+062F><U+0629> <U+0648> <U+0627><U+0644><U+062F><U+064A><U+0646> <U+0648> <U+0627><U+0644><U+0627><U+064A><U+0645><U+0627><U+0646> <U+0644><U+0630><U+0644><U+0643> <U+0627><U+0642><U+062A><U+0636><U+0649> <U+0627><U+0644><U+062A><U+0646><U+0648><U+064A><U+0629> ...,"[('U+0627><U+0644><U+062D><U+0633><U+0627><U+0628', 'GPE'), ('U+0627><U+0642><U+062A><U+0636><U+0649', 'GPE'), ('U+0627><U+0644><U+062A><U+0646><U+0648><U+064A><U+0629', 'GPE')]","{'U+0627><U+0642><U+062A><U+0636><U+0649', 'U+0627><U+0644><U+062D><U+0633><U+0627><U+0628', 'U+0627><U+0644><U+062A><U+0646><U+0648><U+064A><U+0629'}",,,,,
4435,1017698900264738816,"Where's my Spaceship - time to go home!!
Married - Mad Sparky who loves a good laugh - lets make the world funny! ! No DM's Please!!!!","('Married - Mad', 'PERSON')",,,,,,"('Married - Mad', 'PERSON')"
4436,1081659203201175552,A free bird leaps on the back of the wind and floats downstream till the current ends and dips his wing in the orange sun rays and dares to claim the sky.,,,,,,,
4437,1077723827587579904,"Please follow! We'll Follow back! With our huge library of unique, fun, humorous, trendy & stylish t-shirt designs, theres something for everyone to enjoy.",,,,,,,
4438,1081384260647485440,To live simply,,,,,,,
4439,1081657685332934659,London Music Student||Leeds 2019||Favourite pastime is gigs<U+0001F918><U+0001F3FB>reading etc||Im not a psycho I just like psychotic things<U+0001F3B6>||Instagram-xtiaportman,"[('London', 'GPE'), ('2019||Favourite pastime', 'QUANTITY'), ('etc||\x94I\x92m', 'ORG')]",London,,etc||Im,,,"('2019||Favourite pastime', 'QUANTITY')"
4440,552510834,"I'm a soldier.
I'm not Afraid to DIE in Battle zone.
I am Crazy about my uniform..
I believe that a man is the strongest soldier for daring to die unarmed.","[('Afraid', 'PERSON'), ('Battle', 'PERSON'), ('Crazy', 'PERSON')]",,,,,,"{('Afraid', 'PERSON'), ('Crazy', 'PERSON'), ('Battle', 'PERSON')}"
4441,1062609054957211648,"educationist,hustler and career opportunist",,,,,,,
4442,995103185902690306,structural steel and iron engineer.,,,,,,,
4443,1079053487865032705,i am a activist and a go getter i always go for what i want.,,,,,,,
4444,746776168033062912,Young Conservative | Re-Leaver | Unionist <U+0001F1EC><U+0001F1E7> | Not a big fan of that whole socialism thing | Believes that Brian Blessed is the new Messiah,"[('Young Conservative | Re-Leaver | Unionist', 'ORG'), ('Brian Blessed', 'PERSON')]",,,Young Conservative | Re-Leaver | Unionist,,,"('Brian Blessed', 'PERSON')"
4445,570319810,<U+271D><U+FE0F><U+0001F1FA><U+0001F1F8>WWG1WGA,,,,,,,
4446,1081655268906291205,"Veteran, single mom, caretaker of my Vietnam vet dad, LEO supporter, PTSD survivor, paralegal, animal lover. #freeclintlorance  #BlueLivesMatter #MAGAVETERAN","[('Vietnam', 'GPE'), ('LEO', 'NORP')]",Vietnam,,,LEO,,
4447,1044657337,#MakeEthiopiaGreatAgain,,,,,,,
4448,1027579995231793152,"Family man, MN sports fan, Amateur philosopher, Patriot","('Patriot', 'PERSON')",,,,,,"('Patriot', 'PERSON')"
4449,788035398178136064,"Femnesty is a platform uniting women, women's groups and women's organisations all around the world. Sign up Free Today, together we are stronger!","[('Femnesty', 'ORG'), ('Today', 'DATE')]",,,Femnesty,,,"('Today', 'DATE')"
4450,85593146,"Former Bachelorette, Mae & Charlotte's mommy, Joe's wife & PR specialist living in the 'burbs of Cleveland.","[(""Bachelorette, Mae & Charlotte's"", 'ORG'), ('Joe', 'PERSON'), ('Cleveland', 'GPE')]",Cleveland,,"Bachelorette, Mae & Charlotte's",,,"('Joe', 'PERSON')"
4451,1080837926987202560,Man-utd fan.,,,,,,,
4452,1078102101404770304,I love my wife my kids my grandkids and my animals life is great live it to the fullest,,,,,,,
