"","doc_id","token","upos","Entity","pos_previous","pos_next","token_previous","token_next"
"18624","doc2340","ruthie","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=CCONJ","token[w-1]=ruth","token[w-1]=either"
"669","doc91","scientific","ADJ","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=astrologer","token[w-1]=vastu"
"25329","doc3180","bitchy","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=housedress","token[w-1]=catty"
"35","doc4","serious","ADJ","Personality","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=thats","token[w-1]=making"
"3080","doc391","artist","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=X","token[w-1]=music","token[w-1]=instagram"
"3829","doc480","hector","NOUN","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=de"
"1164","doc157","alumni","ADJ","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=capebreton","token[w-1]=stfx"
"8923","doc1112","times","NOUN","Irrelavant","pos[w-1]=ADJ",NA,"token[w-1]=tall",NA
"5906","doc738","taliban","ADJ","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=backed","token[w-1]=suicide"
"12262","doc1535","great","ADJ","Irrelavant","pos[w-1]=AUX","pos[w+1]=ADJ","token[w-1]=australias","token[w-1]=southern"
"26747","doc3374","salesmid","X","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=director","token[w-1]=atlantictmobile"
"30807","doc3880","fan","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=SCONJ","token[w-1]=mcusttosfirefly","token[w-1]=sheher"
"21911","doc2743","artist","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=design","token[w-1]=op"
"10963","doc1358","leo","NOUN","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=mhs"
"16570","doc2078","day","ADV","Irrelavant","pos[w-1]=VERB","pos[w+1]=ADV","token[w-1]=went","token[w-1]=well"
"23412","doc2939","stage","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=supplies","token[w-1]=lighting"
"4532","doc569","wallubtrump","VERB","Irrelavant","pos[w-1]=AUX","pos[w+1]=PRON","token[w-1]=supporterucbuild","token[w-1]=kag"
"1165","doc157","stfx","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=alumni","token[w-1]=bed"
"2685","doc339","now","ADV","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=exxonknew","token[w-1]=time"
"9698","doc1205","mathematicseducation","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=teacher","token[w-1]=teamknustalumini"
"23063","doc2895","ufa","ADP","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=rights","token[w-1]=room"
"5635","doc702","solace","NOUN","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=find","token[w-1]=voice"
"12336","doc1549","iup","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=prof","token[w-1]=theatre"
"5853","doc730","soul","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=curious","token[w-1]=ufe"
"24345","doc3056","real","ADJ","Irrelavant","pos[w-1]=X","pos[w+1]=NOUN","token[w-1]=keepin","token[w-1]=dog"
"16677","doc2093","uaueuuuue","X","Irrelavant","pos[w-1]=X","pos[w+1]=X","token[w-1]=uauuuuau","token[w-1]=uuuau"
"14559","doc1841","bobandtom","X","Irrelavant","pos[w-1]=X","pos[w+1]=NOUN","token[w-1]=itunesfoxwriter","token[w-1]=wandmaker"
"27493","doc3467","think","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=whats","token[w-1]=individual"
"26744","doc3374","coach","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=boys","token[w-1]=husband"
"18014","doc2259","assembly","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=youth",NA
"399","doc59","madness","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=practical","token[w-1]=surrender"
"13982","doc1760","drake","NOUN","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=university"
"15913","doc1995","human","ADJ","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=poet","token[w-1]=rights"
"15701","doc1968","arsenal","X","Irrelavant","pos[w-1]=X",NA,"token[w-1]=fan",NA
"4304","doc535","builds","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=solidarity","token[w-1]=capacity"
"14376","doc1812","politiscopeapp","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=content","token[w-1]=music"
"15825","doc1985","modern","ADJ","Hobbies","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=chickuff","token[w-1]=fairytale"
"11908","doc1486","architecture","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=strugle","token[w-1]=stud"
"12437","doc1558","a","DET","Irrelavant","pos[w-1]=ADP","pos[w+1]=NOUN","token[w-1]=guard","token[w-1]=while"
"5992","doc749","area","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=texas","token[w-1]=working"
"12447","doc1560","role","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=gc","token[w-1]=model"
"30917","doc3891","future","ADJ","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=female"
"21341","doc2680","friends","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=family","token[w-1]=food"
"13291","doc1666","everyone","PRON","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=friendly","token[w-1]=life"
"28864","doc3648","thank","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=contact",NA
"14564","doc1842","starfrom","PRON","Irrelavant",NA,"pos[w+1]=VERB",NA,"token[w-1]=show"
"12569","doc1575","fear","NOUN","Irrelavant","pos[w-1]=CCONJ","pos[w+1]=NOUN","token[w-1]=alumnus","token[w-1]=god"
"1841","doc238","films","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=love","token[w-1]=sherlock"
"4236","doc529","shadow","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=vocals","token[w-1]=creek"
"8627","doc1076","genesis","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=music","token[w-1]=corinthians"
"25710","doc3228","husband","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=son","token[w-1]=father"
"7933","doc998","marketing","NOUN","Profession","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=digital","token[w-1]=specialist"
"21239","doc2664","much","ADV","Irrelavant","pos[w-1]=ADJ","pos[w+1]=ADJ","token[w-1]=journey","token[w-1]=better"
"22735","doc2855","rocksaliens","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=AUX","token[w-1]=bell","token[w-1]=r"
"5092","doc641","life","NOUN","Irrelavant","pos[w-1]=VERB","pos[w+1]=ADJ","token[w-1]=live","token[w-1]=fullest"
"601","doc80","self","PRON","Irrelavant","pos[w-1]=VERB","pos[w+1]=NUM","token[w-1]=diy","token[w-1]=evolve"
"30503","doc3840","put","VERB","Irrelavant","pos[w-1]=ADV","pos[w+1]=NOUN","token[w-1]=sometimes","token[w-1]=head"
"15235","doc1916","bewitched","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=X","token[w-1]=httpstcojqfnpsks","token[w-1]=continuum"
"31057","doc3911","linkon","NOUN","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=hossin"
"2068","doc267","pass","NOUN","Irrelavant","pos[w-1]=ADJ",NA,"token[w-1]=good",NA
"3711","doc468","social","ADJ","Profession",NA,"pos[w+1]=NOUN",NA,"token[w-1]=activist"
"14941","doc1879","uf","NOUN","Irrelavant","pos[w-1]=ADJ",NA,"token[w-1]=im",NA
"3169","doc401","edsocial","ADJ","Irrelavant","pos[w-1]=ADV","pos[w+1]=NOUN","token[w-1]=higher","token[w-1]=studiesbudding"
"7533","doc944","polarisdigital","ADJ","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NUM","token[w-1]=director","token[w-1]=thisnoiseofmine"
"21303","doc2675","fondation","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=children",NA
"7221","doc902","breaking","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=events","token[w-1]=news"
"20609","doc2580","beast","ADV","Irrelavant","pos[w-1]=ADV",NA,"token[w-1]=sexy",NA
"22410","doc2811","udbfudbeudbdudceudc","ADJ","Irrelavant","pos[w-1]=SYM","pos[w+1]=ADJ","token[w-1]=udcudbudcudc","token[w-1]=udcudud"
"18584","doc2337","offered","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADP","token[w-1]=securities","token[w-1]=thru"
"10671","doc1320","hopeful","X","Irrelavant","pos[w-1]=X",NA,"token[w-1]=httpstcopdrumokfz",NA
"14299","doc1800","design","NOUN","Profession",NA,"pos[w+1]=NOUN",NA,"token[w-1]=communicate"
"14081","doc1770","best","ADV","Irrelavant","pos[w-1]=ADV","pos[w+1]=NUM","token[w-1]=husband","token[w-1]=wifeand"
"20211","doc2530","timesinternet","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=marketing",NA
"16800","doc2107","lagos","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=fm","token[w-1]=pm"
"17319","doc2170","dream","NOUN","Irrelavant","pos[w-1]=VERB","pos[w+1]=VERB","token[w-1]=chasing","token[w-1]=getting"
"29460","doc3713","show","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=X","token[w-1]=strange","token[w-1]=fri"
"27838","doc3516","maad","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=kid","token[w-1]=city"
"18536","doc2328","keep","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=ADP","token[w-1]=imma","token[w-1]=ufaf"
"17039","doc2137","love","NOUN","Irrelavant","pos[w-1]=VERB","pos[w+1]=VERB","token[w-1]=gathering","token[w-1]=wrestling"
"13165","doc1650","af","NOUN","Irrelavant","pos[w-1]=PUNCT","pos[w+1]=NOUN","token[w-1]=<U+393C><U+3E35>","token[w-1]=paddler"
"28607","doc3620","raised","VERB","Irrelavant","pos[w-1]=VERB","pos[w+1]=ADJ","token[w-1]=born","token[w-1]=constanta"
"25653","doc3220","avid","ADJ","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=strategist","token[w-1]=pilot"
"24576","doc3084","fan","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=big","token[w-1]=ufcdarts"
"14855","doc1869","front","ADJ","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=standing","token[w-1]=world"
"3732","doc469","im","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=friendship","token[w-1]=goal"
"6367","doc794","philanthropistpoetrealistauditor","NOUN","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=author"
"13073","doc1638","moment","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=momentufaufatake","token[w-1]=make"
"29451","doc3712","really","ADV","Irrelavant","pos[w-1]=ADV","pos[w+1]=ADJ","token[w-1]=just","token[w-1]=dumb"
"9834","doc1224","represent","VERB","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=proud","token[w-1]=company"
"488","doc67","dumber","NOUN","Irrelavant","pos[w-1]=ADJ",NA,"token[w-1]=dumb",NA
"22217","doc2785","every","DET","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=seems","token[w-1]=song"
"11754","doc1461","spiritwing","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=director","token[w-1]=dance"
"6234","doc776","ally","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=humanist","token[w-1]=views"
"14988","doc1886","short","ADJ","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=dilla","token[w-1]=tyme"
"14381","doc1812","foundation","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=humility","token[w-1]=virtues"
"24063","doc3020","wrapping","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=wire","token[w-1]=beader"
"19477","doc2448","make","VERB","Irrelavant","pos[w-1]=VERB","pos[w+1]=ADJ","token[w-1]=created","token[w-1]=awesome"
"4734","doc596","colonials","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=gw","token[w-1]=former"
"14041","doc1767","just","ADV","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=videos","token[w-1]=fun"
"14887","doc1874","satire","ADJ","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=culture","token[w-1]=cringe"
"27240","doc3435","live","VERB","Irrelavant",NA,"pos[w+1]=ADJ",NA,"token[w-1]=simple"
"22873","doc2875","saudi","ADJ","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=working","token[w-1]=arabia"
"18301","doc2300","theteamk","VERB","Irrelavant","pos[w-1]=INTJ","pos[w+1]=PUNCT","token[w-1]=play","token[w-1]=<U+393C><U+3E35>"
"30881","doc3888","manager","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=nurse","token[w-1]=workforce"
"15355","doc1929","earns","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=respect","token[w-1]=respect"
"15677","doc1965","natural","ADJ","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=writer","token[w-1]=strawberry"
"26934","doc3395","pull","AUX","Irrelavant",NA,"pos[w+1]=ADV",NA,"token[w-1]=plug"
"23624","doc2965","ufbio","ADV","Irrelavant","pos[w-1]=ADV","pos[w+1]=VERB","token[w-1]=back","token[w-1]=limited"
"27293","doc3441","page","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=art","token[w-1]=waterlilyhighwc"
"3627","doc452","father","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=husband","token[w-1]=supporter"
"4269","doc532","human","ADJ","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=wise","token[w-1]=esse"
"29595","doc3729","reborn","VERB","Irrelavant","pos[w-1]=ADJ","pos[w+1]=PRON","token[w-1]=southern","token[w-1]=us"
"29605","doc3729","maga","X","Irrelavant","pos[w-1]=ADV","pos[w+1]=X","token[w-1]=now","token[w-1]=kag"
"27952","doc3528","society","NOUN","Irrelavant","pos[w-1]=ADJ",NA,"token[w-1]=compassionate",NA
"27899","doc3522","review","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=organisation","token[w-1]=small"
"27739","doc3497","married","ADJ","Personality","pos[w-1]=SYM","pos[w+1]=NOUN","token[w-1]=kuamblerrec","token[w-1]=ktchance"
"3731","doc469","friendship","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=family","token[w-1]=im"
"29863","doc3764","integrated","VERB","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=working","token[w-1]=campaigns"
"11452","doc1417","accomplishment","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=admire","token[w-1]=identify"
"18098","doc2270","pittsburgh","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=veteran","token[w-1]=born"
"3558","doc444","poet","NOUN","Profession","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=engaged","token[w-1]=singer"
"22846","doc2872","wife","NOUN","Irrelavant","pos[w-1]=X","pos[w+1]=NOUN","token[w-1]=u","token[w-1]=unurse"
"17005","doc2134","r","AUX","Irrelavant",NA,"pos[w+1]=X",NA,"token[w-1]=e"
"14140","doc1779","<U+393C><U+3E31>","PUNCT","Irrelavant","pos[w-1]=VERB","pos[w+1]=PROPN","token[w-1]=get","token[w-1]=er"
"18","doc2","book","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=im","token[w-1]=hoarder"
"14632","doc1847","former","ADJ","Irrelavant","pos[w-1]=NOUN","pos[w+1]=X","token[w-1]=driver","token[w-1]=leo"
"9820","doc1221","images","NOUN","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=posted","token[w-1]=contact"
"29141","doc3675","business","NOUN","Profession","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=amazing","token[w-1]=finance"
"1661","doc217","transformation","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=school","token[w-1]=new"
"28413","doc3597","boldly","ADV","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=responsibility","token[w-1]=bear"
"25755","doc3238","never","ADV","Irrelavant","pos[w-1]=AUX","pos[w+1]=VERB","token[w-1]=can","token[w-1]=solve"
"19902","doc2495","give","VERB","Irrelavant","pos[w-1]=ADV",NA,"token[w-1]=never",NA
"15560","doc1955","soften","ADV","Irrelavant","pos[w-1]=ADV","pos[w+1]=ADJ","token[w-1]=always","token[w-1]=bad"
"16276","doc2043","ah","INTJ","Irrelavant",NA,"pos[w+1]=PUNCT",NA,"token[w-1]=<U+393C><U+3E32>"
"14962","doc1882","boredom","PRON","Irrelavant",NA,"pos[w+1]=VERB",NA,"token[w-1]=drove"
"26424","doc3341","lead","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=artiste","token[w-1]=signer"
"24009","doc3013","worldwide","ADJ","Irrelavant","pos[w-1]=CCONJ","pos[w+1]=ADJ","token[w-1]=plus","token[w-1]=digital"
"19319","doc2426","upper","ADJ","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=department","token[w-1]=eastside"
"20192","doc2529","graduate","NOUN","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=theatre"
"18599","doc2338","consultant","ADJ","Profession","pos[w-1]=SYM","pos[w+1]=ADJ","token[w-1]=complex","token[w-1]=live"
"6042","doc753","phd","ADJ","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=ed","token[w-1]=student"
"12753","doc1599","email","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=X","token[w-1]=coll","token[w-1]=sweetlittledavigmailcom"
"20425","doc2554","african","ADJ","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=best","token[w-1]=literary"
"7838","doc983","international","ADJ","Irrelavant","pos[w-1]=ADP","pos[w+1]=NOUN","token[w-1]=aca","token[w-1]=trade"
"26882","doc3388","ticktock","NOUN","Irrelavant","pos[w-1]=ADJ",NA,"token[w-1]=ingodwetrust",NA
"6823","doc852","male","ADJ","Irrelavant","pos[w-1]=X","pos[w+1]=NOUN","token[w-1]=alpha","token[w-1]=height"
"6785","doc847","technology","NOUN","Profession",NA,NA,NA,NA
"798","doc105","dreadful","X","Irrelavant","pos[w-1]=X","pos[w+1]=ADJ","token[w-1]=penny","token[w-1]=TRUE"
"8379","doc1046","life","NOUN","Irrelavant","pos[w-1]=VERB",NA,"token[w-1]=living",NA
"22385","doc2806","businesses","NOUN","Irrelavant","pos[w-1]=ADJ",NA,"token[w-1]=small",NA
"1107","doc148","tweets","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=PRON","token[w-1]=media","token[w-1]=mine"
"10281","doc1275","uffuffduffuffduffuffd","NOUN","Irrelavant","pos[w-1]=ADJ",NA,"token[w-1]=ufboscaribarra",NA
"22098","doc2768","nt","PART","Irrelavant","pos[w-1]=AUX","pos[w+1]=VERB","token[w-1]=do","token[w-1]=like"
"3795","doc474","wealth","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=possessions","token[w-1]=received"
"7996","doc1009","land","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=professor","token[w-1]=bound"
"31047","doc3910","exist","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=culture","token[w-1]=help"
"9066","doc1134","attention","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=attract","token[w-1]=contact"
"14175","doc1784","middle","ADJ","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=hedrick","token[w-1]=school"
"18730","doc2354","security","NOUN","Profession","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=full","token[w-1]=services"
"3365","doc423","ufe","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=world","token[w-1]=revelations"
"23282","doc2926","god","PROPN","Irrelavant",NA,"pos[w+1]=ADJ",NA,"token[w-1]=good"
"4321","doc536","dealerufa","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=drug","token[w-1]=pharmacist"
"13401","doc1676","tigers","NOUN","Irrelavant","pos[w-1]=SYM",NA,"token[w-1]=geaux",NA
"24698","doc3102","meant","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=aint","token[w-1]=survive"
"26386","doc3336","whats","NOUN","Irrelavant","pos[w-1]=VERB","pos[w+1]=VERB","token[w-1]=connecting","token[w-1]=severed"
"6442","doc806","opticufaufu","PRON","Irrelavant","pos[w-1]=VERB","pos[w+1]=PROPN","token[w-1]=go","token[w-1]=karma"
"13470","doc1689","opozicionar","ADV","Irrelavant","pos[w-1]=ADV",NA,"token[w-1]=veciti",NA
"7207","doc900","engineer","NOUN","Profession",NA,"pos[w+1]=ADJ",NA,"token[w-1]=industrious"
"26164","doc3302","dream","NOUN","Irrelavant","pos[w-1]=ADJ",NA,"token[w-1]=american",NA
"11698","doc1454","info","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=campaign","token[w-1]=httptcogxoinimir"
"27993","doc3532","consultant","NOUN","Profession","pos[w-1]=ADJ",NA,"token[w-1]=independent",NA
"31210","doc3928","streetwear","ADJ","Irrelavant","pos[w-1]=PUNCT","pos[w+1]=NOUN","token[w-1]=<U+393C><U+3E35>","token[w-1]=talk"
"22181","doc2776","news","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=fp","token[w-1]=news"
"20705","doc2593","m","NUM","Irrelavant","pos[w-1]=PUNCT","pos[w+1]=ADJ","token[w-1]=<U+393C><U+3E32>","token[w-1]=black"
"8886","doc1107","greed","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=f",NA
"15452","doc1941","kindness","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=acts","token[w-1]=passionate"
"27778","doc3508","life","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=roll","token[w-1]=writer"
"1614","doc210","house","NOUN","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=divided","token[w-1]=fsu"
"25145","doc3157","nice","ADV","Personality",NA,"pos[w+1]=ADV",NA,"token[w-1]=lvly"
"23148","doc2907","wife","NOUN","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=beagle"
"30379","doc3823","ufeauff","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=rscanderlecht","token[w-1]=fcbarcelona"
"11286","doc1395","inspire","ADJ","Irrelavant","pos[w-1]=ADP","pos[w+1]=NOUN","token[w-1]=strengthen","token[w-1]=hundreds"
"9311","doc1162","fibre","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=cross","token[w-1]=manouvering"
"23030","doc2892","madrid","NOUN","Irrelavant","pos[w-1]=ADJ",NA,"token[w-1]=blavk",NA
"4954","doc619","cricket","NOUN","Hobbies","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=love","token[w-1]=die"
"26533","doc3348","south","ADV","Irrelavant","pos[w-1]=NOUN","pos[w+1]=X","token[w-1]=unwomen","token[w-1]=africa"
"8567","doc1069","lsu","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=men","token[w-1]=tiger"
"16396","doc2057","motivational","ADJ","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=inspirational","token[w-1]=army"
"21820","doc2737","christ","PROPN","Irrelavant","pos[w-1]=SCONJ","pos[w+1]=VERB","token[w-1]=jesus","token[w-1]=thank"
"26088","doc3291","study","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=united","token[w-1]=entertainment"
"9052","doc1133","doe","NOUN","Irrelavant","pos[w-1]=ADJ",NA,"token[w-1]=old",NA
"11008","doc1364","football","NOUN","Hobbies","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=love","token[w-1]=love"
"456","doc64","accountant","ADJ","Profession","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=certified","token[w-1]=accounts"
"12291","doc1540","straight","ADV","Irrelavant",NA,"pos[w+1]=ADV",NA,"token[w-1]=forward"
"13074","doc1638","make","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=moment","token[w-1]=perfectucuf"
"5520","doc691","nutwrestling","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=biliberalfilm","token[w-1]=nut"
"27025","doc3409","checked","VERB","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=luggage"
"1956","doc257","marketing","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=vp","token[w-1]=soil"
"17185","doc2153","blessed","VERB","Irrelavant","pos[w-1]=PRON",NA,"token[w-1]=im",NA
"18697","doc2349","love","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=feet","token[w-1]=sunrises"
"9955","doc1234","love","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=peace","token[w-1]=unity"
"10693","doc1325","part","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=im","token[w-1]=time"
"11065","doc1371","media","NOUN","Profession",NA,"pos[w+1]=NOUN",NA,"token[w-1]=practitioner"
"10672","doc1321","do","AUX","Irrelavant",NA,"pos[w+1]=ADJ",NA,"token[w-1]=n<U+393C><U+3E32>t"
"5028","doc632","communities","NOUN","Irrelavant","pos[w-1]=VERB","pos[w+1]=ADV","token[w-1]=bringing","token[w-1]=much"
"31125","doc3918","orientation","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=ADP","token[w-1]=sexual","token[w-1]=rather"
"17135","doc2145","empowering","VERB","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=equipping","token[w-1]=children"
